,exchange,symbol,base,quote,contract_type,margin_asset,settle_asset,linear_inverse,status,funding_interval_h,raw
10,binance,1000SHIBUSDC,1000SHIB,USDC,perpetual,USDC,USDC,linear,trading,8,"{""symbol"": ""1000SHIBUSDC"", ""pair"": ""1000SHIBUSDC"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1711609200000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""1000SHIB"", ""quoteAsset"": ""USDC"", ""marginAsset"": ""USDC"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""USDC""], ""triggerProtect"": ""0.1000"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.10"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""maxPrice"": ""2000"", ""minPrice"": ""0.0000010"", ""tickSize"": ""0.0000010""}, {""stepSize"": ""1"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""800000000"", ""minQty"": ""1""}, {""minQty"": ""1"", ""maxQty"": ""30000000"", ""stepSize"": ""1"", ""filterType"": ""MARKET_LOT_SIZE""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierDecimal"": ""4"", ""multiplierUp"": ""1.1000"", ""multiplierDown"": ""0.9000""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
11,binance,1000SHIBUSDT,1000SHIB,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""1000SHIBUSDT"", ""pair"": ""1000SHIBUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1620630000000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""1000SHIB"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 6, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Meme""], ""triggerProtect"": ""0.1000"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.10"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""minPrice"": ""0.000157"", ""tickSize"": ""0.000001"", ""maxPrice"": ""2000""}, {""minQty"": ""1"", ""maxQty"": ""800000000"", ""filterType"": ""LOT_SIZE"", ""stepSize"": ""1""}, {""stepSize"": ""1"", ""minQty"": ""1"", ""maxQty"": ""50000000"", ""filterType"": ""MARKET_LOT_SIZE""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierDecimal"": ""4"", ""multiplierDown"": ""0.9000"", ""multiplierUp"": ""1.1000""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
12,binance,1INCHUSDT,1INCH,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""1INCHUSDT"", ""pair"": ""1INCHUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1608879600000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""1INCH"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 4, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""DeFi""], ""triggerProtect"": ""0.1000"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.10"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.0001"", ""minPrice"": ""0.0001"", ""maxPrice"": ""100000""}, {""filterType"": ""LOT_SIZE"", ""minQty"": ""1"", ""maxQty"": ""6000000"", ""stepSize"": ""1""}, {""stepSize"": ""1"", ""maxQty"": ""600000"", ""filterType"": ""MARKET_LOT_SIZE"", ""minQty"": ""1""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""multiplierDecimal"": ""4"", ""multiplierUp"": ""1.1000"", ""multiplierDown"": ""0.9000"", ""filterType"": ""PERCENT_PRICE""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
13,binance,1MBABYDOGEUSDT,1MBABYDOGE,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""1MBABYDOGEUSDT"", ""pair"": ""1MBABYDOGEUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1726486500000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""1MBABYDOGE"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Meme""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""minPrice"": ""0.0000001"", ""maxPrice"": ""200"", ""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.0000001""}, {""maxQty"": ""1000000000"", ""filterType"": ""LOT_SIZE"", ""minQty"": ""1"", ""stepSize"": ""1""}, {""minQty"": ""1"", ""stepSize"": ""1"", ""maxQty"": ""100000000"", ""filterType"": ""MARKET_LOT_SIZE""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""multiplierDecimal"": ""4"", ""multiplierUp"": ""1.1500"", ""multiplierDown"": ""0.8500"", ""filterType"": ""PERCENT_PRICE""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
14,binance,2ZUSDT,2Z,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""2ZUSDT"", ""pair"": ""2ZUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1759408200000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""2Z"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Infrastructure""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""maxPrice"": ""200"", ""tickSize"": ""0.0000100"", ""filterType"": ""PRICE_FILTER"", ""minPrice"": ""0.0000100""}, {""filterType"": ""LOT_SIZE"", ""minQty"": ""1"", ""stepSize"": ""1"", ""maxQty"": ""6000000""}, {""minQty"": ""1"", ""stepSize"": ""1"", ""maxQty"": ""600000"", ""filterType"": ""MARKET_LOT_SIZE""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""multiplierDown"": ""0.8500"", ""filterType"": ""PERCENT_PRICE"", ""multiplierUp"": ""1.1500"", ""multiplierDecimal"": ""4""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY""]}"
15,binance,42USDT,42,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""42USDT"", ""pair"": ""42USDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1761561000000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""42"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Alpha""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.020000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.0000100"", ""minPrice"": ""0.0000100"", ""maxPrice"": ""200""}, {""minQty"": ""1"", ""maxQty"": ""7000000"", ""stepSize"": ""1"", ""filterType"": ""LOT_SIZE""}, {""maxQty"": ""700000"", ""stepSize"": ""1"", ""filterType"": ""MARKET_LOT_SIZE"", ""minQty"": ""1""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""multiplierDecimal"": ""4"", ""multiplierDown"": ""0.8500"", ""filterType"": ""PERCENT_PRICE"", ""multiplierUp"": ""1.1500""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
16,binance,4USDT,4,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""4USDT"", ""pair"": ""4USDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1759923000000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""4"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Alpha""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.020000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""tickSize"": ""0.0000100"", ""minPrice"": ""0.0000100"", ""filterType"": ""PRICE_FILTER"", ""maxPrice"": ""200""}, {""minQty"": ""1"", ""stepSize"": ""1"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""13000000""}, {""filterType"": ""MARKET_LOT_SIZE"", ""stepSize"": ""1"", ""maxQty"": ""1300000"", ""minQty"": ""1""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierDecimal"": ""4"", ""multiplierUp"": ""1.1500"", ""multiplierDown"": ""0.8500""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY""]}"
17,binance,AAVEUSDC,AAVE,USDC,perpetual,USDC,USDC,linear,trading,8,"{""symbol"": ""AAVEUSDC"", ""pair"": ""AAVEUSDC"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1750062600000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""AAVE"", ""quoteAsset"": ""USDC"", ""marginAsset"": ""USDC"", ""pricePrecision"": 3, ""quantityPrecision"": 1, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""USDC""], ""triggerProtect"": ""0.1000"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.10"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.010"", ""maxPrice"": ""40000"", ""minPrice"": ""0.010""}, {""filterType"": ""LOT_SIZE"", ""minQty"": ""0.1"", ""maxQty"": ""10000"", ""stepSize"": ""0.1""}, {""filterType"": ""MARKET_LOT_SIZE"", ""stepSize"": ""0.1"", ""maxQty"": ""1000"", ""minQty"": ""0.1""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierDecimal"": ""4"", ""multiplierUp"": ""1.1000"", ""multiplierDown"": ""0.9000""}, {""filterType"": ""POSITION_RISK_CONTROL"", ""positionControlSide"": ""NONE""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
18,binance,AAVEUSDT,AAVE,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""AAVEUSDT"", ""pair"": ""AAVEUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1569398400000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""AAVE"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 3, ""quantityPrecision"": 1, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""DeFi""], ""triggerProtect"": ""0.1000"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.10"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.010"", ""minPrice"": ""4.340"", ""maxPrice"": ""38702""}, {""filterType"": ""LOT_SIZE"", ""minQty"": ""0.1"", ""maxQty"": ""1000000"", ""stepSize"": ""0.1""}, {""maxQty"": ""1250"", ""minQty"": ""0.1"", ""filterType"": ""MARKET_LOT_SIZE"", ""stepSize"": ""0.1""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""multiplierUp"": ""1.1000"", ""multiplierDecimal"": ""4"", ""filterType"": ""PERCENT_PRICE"", ""multiplierDown"": ""0.9000""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""RPI"", ""DCA""]}"
19,binance,ACEUSDT,ACE,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ACEUSDT"", ""pair"": ""ACEUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1702893600000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ACE"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 6, ""quantityPrecision"": 2, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Gaming""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""maxPrice"": ""2000"", ""filterType"": ""PRICE_FILTER"", ""tickSize"": ""0.000100"", ""minPrice"": ""0.000100""}, {""maxQty"": ""3000000"", ""minQty"": ""0.01"", ""filterType"": ""LOT_SIZE"", ""stepSize"": ""0.01""}, {""maxQty"": ""300000"", ""stepSize"": ""0.01"", ""minQty"": ""0.01"", ""filterType"": ""MARKET_LOT_SIZE""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierDecimal"": ""4"", ""multiplierDown"": ""0.8500"", ""multiplierUp"": ""1.1500""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
20,binance,ACHUSDT,ACH,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ACHUSDT"", ""pair"": ""ACHUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1676962800000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ACH"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""Payment""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""maxPrice"": ""200"", ""filterType"": ""PRICE_FILTER"", ""minPrice"": ""0.0000100"", ""tickSize"": ""0.0000010""}, {""maxQty"": ""80000000"", ""stepSize"": ""1"", ""filterType"": ""LOT_SIZE"", ""minQty"": ""1""}, {""filterType"": ""MARKET_LOT_SIZE"", ""stepSize"": ""1"", ""minQty"": ""1"", ""maxQty"": ""8000000""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""limit"": 10, ""filterType"": ""MAX_NUM_ALGO_ORDERS""}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""filterType"": ""PERCENT_PRICE"", ""multiplierUp"": ""1.1500"", ""multiplierDecimal"": ""4"", ""multiplierDown"": ""0.8500""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
21,binance,ACTUSDT,ACT,USDT,perpetual,USDT,USDT,linear,trading,8,"{""symbol"": ""ACTUSDT"", ""pair"": ""ACTUSDT"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1731327300000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ACT"", ""quoteAsset"": ""USDT"", ""marginAsset"": ""USDT"", ""pricePrecision"": 7, ""quantityPrecision"": 0, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""AI""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.015000"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""maxPrice"": ""200"", ""minPrice"": ""0.0000100"", ""tickSize"": ""0.0000100"", ""filterType"": ""PRICE_FILTER""}, {""minQty"": ""1"", ""stepSize"": ""1"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""40000000""}, {""maxQty"": ""4000000"", ""filterType"": ""MARKET_LOT_SIZE"", ""stepSize"": ""1"", ""minQty"": ""1""}, {""filterType"": ""MAX_NUM_ORDERS"", ""limit"": 200}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""filterType"": ""MIN_NOTIONAL"", ""notional"": ""5""}, {""multiplierDown"": ""0.8500"", ""multiplierDecimal"": ""4"", ""filterType"": ""PERCENT_PRICE"", ""multiplierUp"": ""1.1500""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
22,binance,ADAUSDC,ADA,USDC,perpetual,USDC,USDC,linear,trading,8,"{""symbol"": ""ADAUSDC"", ""pair"": ""ADAUSDC"", ""contractType"": ""PERPETUAL"", ""deliveryDate"": 4133404800000, ""onboardDate"": 1741256100000, ""status"": ""TRADING"", ""maintMarginPercent"": ""2.5000"", ""requiredMarginPercent"": ""5.0000"", ""baseAsset"": ""ADA"", ""quoteAsset"": ""USDC"", ""marginAsset"": ""USDC"", ""pricePrecision"": 6, ""quantityPrecision"": 1, ""baseAssetPrecision"": 8, ""quotePrecision"": 8, ""underlyingType"": ""COIN"", ""underlyingSubType"": [""USDC""], ""triggerProtect"": ""0.1500"", ""liquidationFee"": ""0.012500"", ""marketTakeBound"": ""0.15"", ""maxMoveOrderLimit"": 10000, ""filters"": [{""maxPrice"": ""200"", ""tickSize"": ""0.000100"", ""filterType"": ""PRICE_FILTER"", ""minPrice"": ""0.000100""}, {""minQty"": ""0.1"", ""filterType"": ""LOT_SIZE"", ""maxQty"": ""9000000"", ""stepSize"": ""0.1""}, {""maxQty"": ""900000"", ""stepSize"": ""0.1"", ""minQty"": ""0.1"", ""filterType"": ""MARKET_LOT_SIZE""}, {""limit"": 200, ""filterType"": ""MAX_NUM_ORDERS""}, {""filterType"": ""MAX_NUM_ALGO_ORDERS"", ""limit"": 10}, {""notional"": ""5"", ""filterType"": ""MIN_NOTIONAL""}, {""multiplierDown"": ""0.8500"", ""filterType"": ""PERCENT_PRICE"", ""multiplierDecimal"": ""4"", ""multiplierUp"": ""1.1500""}, {""positionControlSide"": ""NONE"", ""filterType"": ""POSITION_RISK_CONTROL""}], ""orderTypes"": [""LIMIT"", ""MARKET"", ""STOP"", ""STOP_MARKET"", ""TAKE_PROFIT"", ""TAKE_PROFIT_MARKET"", ""TRAILING_STOP_MARKET""], ""timeInForce"": [""GTC"", ""IOC"", ""FOK"", ""GTX"", ""GTD""], ""permissionSets"": [""GRID"", ""COPY"", ""DCA""]}"
